subject,predicate,object,evidence_type
Trapezius,attaches_to,External Occipital Protuberance,anatomy_textbook
Trapezius,attaches_to,Ligamentum Nuchae,anatomy_textbook
Trapezius,attaches_to,C7,anatomy_textbook
Trapezius,attaches_to,T1,anatomy_textbook
Trapezius,attaches_to,T2,anatomy_textbook
Trapezius,attaches_to,T3,anatomy_textbook
Trapezius,attaches_to,T4,anatomy_textbook
Trapezius,attaches_to,T5,anatomy_textbook
Trapezius,attaches_to,T6,anatomy_textbook
Trapezius,attaches_to,T7,anatomy_textbook
Trapezius,attaches_to,T8,anatomy_textbook
Trapezius,attaches_to,T9,anatomy_textbook
Trapezius,attaches_to,T10,anatomy_textbook
Trapezius,attaches_to,T11,anatomy_textbook
Trapezius,attaches_to,T12,anatomy_textbook
Trapezius,attaches_to,Clavicle,anatomy_textbook
Trapezius,attaches_to,Acromion,anatomy_textbook
Trapezius,attaches_to,Scapula,anatomy_textbook
Trapezius,innervated_by,Accessory Nerve (XI),anatomy_textbook
Trapezius,has_action,scapular_elevation,anatomy_textbook
Trapezius,has_action,scapular_retraction,anatomy_textbook
Trapezius,synergist_of,Levator Scapulae,anatomy_textbook
Trapezius,synergist_of,Rhomboid Major,anatomy_textbook
Trapezius,synergist_of,Rhomboid Minor,anatomy_textbook
Latissimus Dorsi,attaches_to,T7,anatomy_textbook
Latissimus Dorsi,attaches_to,T8,anatomy_textbook
Latissimus Dorsi,attaches_to,T9,anatomy_textbook
Latissimus Dorsi,attaches_to,T10,anatomy_textbook
Latissimus Dorsi,attaches_to,T11,anatomy_textbook
Latissimus Dorsi,attaches_to,T12,anatomy_textbook
Latissimus Dorsi,attaches_to,L1,anatomy_textbook
Latissimus Dorsi,attaches_to,L2,anatomy_textbook
Latissimus Dorsi,attaches_to,L3,anatomy_textbook
Latissimus Dorsi,attaches_to,L4,anatomy_textbook
Latissimus Dorsi,attaches_to,L5,anatomy_textbook
Latissimus Dorsi,attaches_to,Iliac Crest,anatomy_textbook
Latissimus Dorsi,attaches_to,Sacrum,anatomy_textbook
Latissimus Dorsi,attaches_to,Humerus,anatomy_textbook
Latissimus Dorsi,innervated_by,Thoracodorsal Nerve,anatomy_textbook
Latissimus Dorsi,has_action,shoulder_extension,anatomy_textbook
Latissimus Dorsi,has_action,shoulder_adduction,anatomy_textbook
Latissimus Dorsi,synergist_of,Teres Major,anatomy_textbook
Latissimus Dorsi,antagonist_of,Deltoid,anatomy_textbook
Serratus Posterior Superior,attaches_to,Ligamentum Nuchae,anatomy_textbook
Serratus Posterior Superior,attaches_to,C7,anatomy_textbook
Serratus Posterior Superior,attaches_to,T1,anatomy_textbook
Serratus Posterior Superior,attaches_to,T2,anatomy_textbook
Serratus Posterior Superior,attaches_to,T3,anatomy_textbook
Serratus Posterior Superior,attaches_to,Ribs 2,anatomy_textbook
Serratus Posterior Superior,attaches_to,Ribs 3,anatomy_textbook
Serratus Posterior Superior,attaches_to,Ribs 4,anatomy_textbook
Serratus Posterior Superior,attaches_to,Ribs 5,anatomy_textbook
Serratus Posterior Superior,innervated_by,Intercostal Nerves,anatomy_textbook
Serratus Posterior Superior,has_action,rib_elevation,anatomy_textbook
Serratus Posterior Inferior,attaches_to,T11,anatomy_textbook
Serratus Posterior Inferior,attaches_to,T12,anatomy_textbook
Serratus Posterior Inferior,attaches_to,L1,anatomy_textbook
Serratus Posterior Inferior,attaches_to,L2,anatomy_textbook
Serratus Posterior Inferior,attaches_to,Ribs 9,anatomy_textbook
Serratus Posterior Inferior,attaches_to,Ribs 10,anatomy_textbook
Serratus Posterior Inferior,attaches_to,Ribs 11,anatomy_textbook
Serratus Posterior Inferior,attaches_to,Ribs 12,anatomy_textbook
Serratus Posterior Inferior,innervated_by,Intercostal Nerves,anatomy_textbook
Serratus Posterior Inferior,has_action,rib_depression,anatomy_textbook
Levator Scapulae,attaches_to,C1 (Atlas),anatomy_textbook
Levator Scapulae,attaches_to,C2 (Axis),anatomy_textbook
Levator Scapulae,attaches_to,C3,anatomy_textbook
Levator Scapulae,attaches_to,C4,anatomy_textbook
Levator Scapulae,attaches_to,Scapula,anatomy_textbook
Levator Scapulae,innervated_by,Dorsal Scapular Nerve,anatomy_textbook
Levator Scapulae,has_action,scapular_elevation,anatomy_textbook
Levator Scapulae,synergist_of,Trapezius,anatomy_textbook
Rhomboid Minor,attaches_to,C7,anatomy_textbook
Rhomboid Minor,attaches_to,T1,anatomy_textbook
Rhomboid Minor,attaches_to,Ligamentum Nuchae,anatomy_textbook
Rhomboid Minor,attaches_to,Scapula,anatomy_textbook
Rhomboid Minor,innervated_by,Dorsal Scapular Nerve,anatomy_textbook
Rhomboid Minor,has_action,scapular_retraction,anatomy_textbook
Rhomboid Minor,synergist_of,Rhomboid Major,anatomy_textbook
Rhomboid Major,attaches_to,T2,anatomy_textbook
Rhomboid Major,attaches_to,T3,anatomy_textbook
Rhomboid Major,attaches_to,T4,anatomy_textbook
Rhomboid Major,attaches_to,T5,anatomy_textbook
Rhomboid Major,attaches_to,Scapula,anatomy_textbook
Rhomboid Major,innervated_by,Dorsal Scapular Nerve,anatomy_textbook
Rhomboid Major,has_action,scapular_retraction,anatomy_textbook
Rhomboid Major,antagonist_of,Serratus Anterior,anatomy_textbook
Serratus Anterior,attaches_to,Ribs 1,anatomy_textbook
Serratus Anterior,attaches_to,Ribs 2,anatomy_textbook
Serratus Anterior,attaches_to,Ribs 3,anatomy_textbook
Serratus Anterior,attaches_to,Ribs 4,anatomy_textbook
Serratus Anterior,attaches_to,Ribs 5,anatomy_textbook
Serratus Anterior,attaches_to,Ribs 6,anatomy_textbook
Serratus Anterior,attaches_to,Ribs 7,anatomy_textbook
Serratus Anterior,attaches_to,Ribs 8,anatomy_textbook
Serratus Anterior,attaches_to,Scapula,anatomy_textbook
Serratus Anterior,innervated_by,Long Thoracic Nerve,anatomy_textbook
Serratus Anterior,has_action,scapular_protraction,anatomy_textbook
Serratus Anterior,antagonist_of,Rhomboid Major,anatomy_textbook
Deltoid,attaches_to,Clavicle,anatomy_textbook
Deltoid,attaches_to,Acromion,anatomy_textbook
Deltoid,attaches_to,Scapula,anatomy_textbook
Deltoid,attaches_to,Humerus,anatomy_textbook
Deltoid,innervated_by,Axillary Nerve,anatomy_textbook
Deltoid,has_action,shoulder_abduction,anatomy_textbook
Deltoid,has_action,shoulder_flexion,anatomy_textbook
Deltoid,synergist_of,Supraspinatus,anatomy_textbook
Deltoid,antagonist_of,Latissimus Dorsi,anatomy_textbook
Deltoid,crosses_joint,shoulder,anatomy_textbook
Supraspinatus,attaches_to,Scapula,anatomy_textbook
Supraspinatus,attaches_to,Humerus,anatomy_textbook
Supraspinatus,innervated_by,Suprascapular Nerve,anatomy_textbook
Supraspinatus,has_action,shoulder_abduction,anatomy_textbook
Supraspinatus,crosses_joint,shoulder,anatomy_textbook
Supraspinatus,synergist_of,Deltoid,anatomy_textbook
Infraspinatus,attaches_to,Scapula,anatomy_textbook
Infraspinatus,attaches_to,Humerus,anatomy_textbook
Infraspinatus,innervated_by,Suprascapular Nerve,anatomy_textbook
Infraspinatus,has_action,shoulder_external_rotation,anatomy_textbook
Infraspinatus,crosses_joint,shoulder,anatomy_textbook
Infraspinatus,synergist_of,Teres Minor,anatomy_textbook
Teres Minor,attaches_to,Scapula,anatomy_textbook
Teres Minor,attaches_to,Humerus,anatomy_textbook
Teres Minor,innervated_by,Axillary Nerve,anatomy_textbook
Teres Minor,has_action,shoulder_external_rotation,anatomy_textbook
Teres Minor,crosses_joint,shoulder,anatomy_textbook
Teres Minor,synergist_of,Infraspinatus,anatomy_textbook
Teres Major,attaches_to,Scapula,anatomy_textbook
Teres Major,attaches_to,Humerus,anatomy_textbook
Teres Major,innervated_by,Lower Subscapular Nerve,anatomy_textbook
Teres Major,has_action,shoulder_internal_rotation,anatomy_textbook
Teres Major,crosses_joint,shoulder,anatomy_textbook
Teres Major,synergist_of,Latissimus Dorsi,anatomy_textbook
Subscapularis,attaches_to,Scapula,anatomy_textbook
Subscapularis,attaches_to,Humerus,anatomy_textbook
Subscapularis,innervated_by,Subscapular Nerves,anatomy_textbook
Subscapularis,has_action,shoulder_internal_rotation,anatomy_textbook
Subscapularis,crosses_joint,shoulder,anatomy_textbook
Subscapularis,antagonist_of,Infraspinatus,anatomy_textbook
Subclavius,attaches_to,Clavicle,anatomy_textbook
Subclavius,attaches_to,Ribs 1,anatomy_textbook
Subclavius,innervated_by,Nerve to Subclavius,anatomy_textbook
Subclavius,has_action,clavicle_depression,anatomy_textbook
Pectoralis Major,attaches_to,Clavicle,anatomy_textbook
Pectoralis Major,attaches_to,Sternum,anatomy_textbook
Pectoralis Major,attaches_to,Ribs 1,anatomy_textbook
Pectoralis Major,attaches_to,Ribs 2,anatomy_textbook
Pectoralis Major,attaches_to,Ribs 3,anatomy_textbook
Pectoralis Major,attaches_to,Ribs 4,anatomy_textbook
Pectoralis Major,attaches_to,Ribs 5,anatomy_textbook
Pectoralis Major,attaches_to,Ribs 6,anatomy_textbook
Pectoralis Major,attaches_to,Humerus,anatomy_textbook
Pectoralis Major,innervated_by,Medial and Lateral Pectoral Nerves,anatomy_textbook
Pectoralis Major,has_action,shoulder_flexion,anatomy_textbook
Pectoralis Major,has_action,shoulder_adduction,anatomy_textbook
Pectoralis Major,crosses_joint,shoulder,anatomy_textbook
Pectoralis Major,antagonist_of,Trapezius,anatomy_textbook
Pectoralis Minor,attaches_to,Ribs 3,anatomy_textbook
Pectoralis Minor,attaches_to,Ribs 4,anatomy_textbook
Pectoralis Minor,attaches_to,Ribs 5,anatomy_textbook
Pectoralis Minor,attaches_to,Scapula,anatomy_textbook
Pectoralis Minor,innervated_by,Medial Pectoral Nerve,anatomy_textbook
Pectoralis Minor,has_action,scapular_depression,anatomy_textbook
Coracobrachialis,attaches_to,Scapula,anatomy_textbook
Coracobrachialis,attaches_to,Humerus,anatomy_textbook
Coracobrachialis,innervated_by,Musculocutaneous Nerve,anatomy_textbook
Coracobrachialis,has_action,shoulder_flexion,anatomy_textbook
Coracobrachialis,crosses_joint,shoulder,anatomy_textbook
Biceps Brachii,attaches_to,Scapula,anatomy_textbook
Biceps Brachii,attaches_to,Radius,anatomy_textbook
Biceps Brachii,attaches_to,Bicipital Aponeurosis,anatomy_textbook
Biceps Brachii,innervated_by,Musculocutaneous Nerve,anatomy_textbook
Biceps Brachii,has_action,elbow_flexion,anatomy_textbook
Biceps Brachii,has_action,forearm_supination,anatomy_textbook
Biceps Brachii,crosses_joint,elbow,anatomy_textbook
Biceps Brachii,crosses_joint,shoulder,anatomy_textbook
Biceps Brachii,synergist_of,Brachialis,anatomy_textbook
Biceps Brachii,synergist_of,Brachioradialis,anatomy_textbook
Biceps Brachii,antagonist_of,Triceps Brachii,anatomy_textbook
Brachialis,attaches_to,Humerus,anatomy_textbook
Brachialis,attaches_to,Ulna,anatomy_textbook
Brachialis,innervated_by,Musculocutaneous Nerve,anatomy_textbook
Brachialis,has_action,elbow_flexion,anatomy_textbook
Brachialis,crosses_joint,elbow,anatomy_textbook
Brachialis,synergist_of,Biceps Brachii,anatomy_textbook
Triceps Brachii,attaches_to,Scapula,anatomy_textbook
Triceps Brachii,attaches_to,Humerus,anatomy_textbook
Triceps Brachii,attaches_to,Ulna,anatomy_textbook
Triceps Brachii,innervated_by,Radial Nerve,anatomy_textbook
Triceps Brachii,has_action,elbow_extension,anatomy_textbook
Triceps Brachii,crosses_joint,elbow,anatomy_textbook
Triceps Brachii,synergist_of,Anconeus,anatomy_textbook
Triceps Brachii,antagonist_of,Biceps Brachii,anatomy_textbook
Anconeus,attaches_to,Humerus,anatomy_textbook
Anconeus,attaches_to,Ulna,anatomy_textbook
Anconeus,innervated_by,Radial Nerve,anatomy_textbook
Anconeus,has_action,elbow_extension,anatomy_textbook
Anconeus,crosses_joint,elbow,anatomy_textbook
Anconeus,synergist_of,Triceps Brachii,anatomy_textbook
Pronator Teres,attaches_to,Humerus,anatomy_textbook
Pronator Teres,attaches_to,Common Flexor Tendon,anatomy_textbook
Pronator Teres,attaches_to,Radius,anatomy_textbook
Pronator Teres,innervated_by,Median Nerve,anatomy_textbook
Pronator Teres,has_action,forearm_pronation,anatomy_textbook
Pronator Teres,antagonist_of,Supinator,anatomy_textbook
Flexor Carpi Radialis,attaches_to,Common Flexor Tendon,anatomy_textbook
Flexor Carpi Radialis,attaches_to,Hand Metacarpal 2,anatomy_textbook
Flexor Carpi Radialis,innervated_by,Median Nerve,anatomy_textbook
Flexor Carpi Radialis,has_action,wrist_flexion,anatomy_textbook
Flexor Carpi Radialis,crosses_joint,wrist,anatomy_textbook
Flexor Carpi Radialis,synergist_of,Flexor Carpi Ulnaris,anatomy_textbook
Flexor Carpi Radialis,antagonist_of,Extensor Carpi Radialis Longus,anatomy_textbook
Palmaris Longus,attaches_to,Common Flexor Tendon,anatomy_textbook
Palmaris Longus,attaches_to,Palmar Aponeurosis,anatomy_textbook
Palmaris Longus,innervated_by,Median Nerve,anatomy_textbook
Palmaris Longus,has_action,wrist_flexion,anatomy_textbook
Palmaris Longus,crosses_joint,wrist,anatomy_textbook
Flexor Carpi Ulnaris,attaches_to,Common Flexor Tendon,anatomy_textbook
Flexor Carpi Ulnaris,attaches_to,Ulna,anatomy_textbook
Flexor Carpi Ulnaris,attaches_to,Pisiform,anatomy_textbook
Flexor Carpi Ulnaris,attaches_to,Hamate,anatomy_textbook
Flexor Carpi Ulnaris,attaches_to,Hand Metacarpal 5,anatomy_textbook
Flexor Carpi Ulnaris,innervated_by,Ulnar Nerve,anatomy_textbook
Flexor Carpi Ulnaris,has_action,wrist_flexion,anatomy_textbook
Flexor Carpi Ulnaris,crosses_joint,wrist,anatomy_textbook
Flexor Carpi Ulnaris,synergist_of,Flexor Carpi Radialis,anatomy_textbook
Flexor Carpi Ulnaris,antagonist_of,Extensor Carpi Ulnaris,anatomy_textbook
Flexor Digitorum Superficialis,attaches_to,Common Flexor Tendon,anatomy_textbook
Flexor Digitorum Superficialis,attaches_to,Radius,anatomy_textbook
Flexor Digitorum Superficialis,attaches_to,Hand Middle Phalanx 2,anatomy_textbook
Flexor Digitorum Superficialis,attaches_to,Hand Middle Phalanx 3,anatomy_textbook
Flexor Digitorum Superficialis,attaches_to,Hand Middle Phalanx 4,anatomy_textbook
Flexor Digitorum Superficialis,attaches_to,Hand Middle Phalanx 5,anatomy_textbook
Flexor Digitorum Superficialis,innervated_by,Median Nerve,anatomy_textbook
Flexor Digitorum Superficialis,has_action,finger_flexion,anatomy_textbook
Flexor Digitorum Superficialis,crosses_joint,wrist,anatomy_textbook
Flexor Digitorum Profundus,attaches_to,Ulna,anatomy_textbook
Flexor Digitorum Profundus,attaches_to,Interosseous Membrane of Forearm,anatomy_textbook
Flexor Digitorum Profundus,attaches_to,Hand Distal Phalanx 2,anatomy_textbook
Flexor Digitorum Profundus,attaches_to,Hand Distal Phalanx 3,anatomy_textbook
Flexor Digitorum Profundus,attaches_to,Hand Distal Phalanx 4,anatomy_textbook
Flexor Digitorum Profundus,attaches_to,Hand Distal Phalanx 5,anatomy_textbook
Flexor Digitorum Profundus,innervated_by,Median Nerve; Ulnar Nerve,anatomy_textbook
Flexor Digitorum Profundus,has_action,finger_flexion,anatomy_textbook
Flexor Pollicis Longus,attaches_to,Radius,anatomy_textbook
Flexor Pollicis Longus,attaches_to,Interosseous Membrane of Forearm,anatomy_textbook
Flexor Pollicis Longus,attaches_to,Hand Distal Phalanx 1,anatomy_textbook
Flexor Pollicis Longus,innervated_by,Anterior Interosseous Nerve,anatomy_textbook
Flexor Pollicis Longus,has_action,thumb_flexion,anatomy_textbook
Pronator Quadratus,attaches_to,Ulna,anatomy_textbook
Pronator Quadratus,attaches_to,Radius,anatomy_textbook
Pronator Quadratus,innervated_by,Anterior Interosseous Nerve,anatomy_textbook
Pronator Quadratus,has_action,forearm_pronation,anatomy_textbook
Pronator Quadratus,synergist_of,Pronator Teres,anatomy_textbook
Brachioradialis,attaches_to,Humerus,anatomy_textbook
Brachioradialis,attaches_to,Radius,anatomy_textbook
Brachioradialis,innervated_by,Radial Nerve,anatomy_textbook
Brachioradialis,has_action,elbow_flexion,anatomy_textbook
Brachioradialis,crosses_joint,elbow,anatomy_textbook
Brachioradialis,synergist_of,Biceps Brachii,anatomy_textbook
Extensor Carpi Radialis Longus,attaches_to,Humerus,anatomy_textbook
Extensor Carpi Radialis Longus,attaches_to,Hand Metacarpal 2,anatomy_textbook
Extensor Carpi Radialis Longus,innervated_by,Radial Nerve,anatomy_textbook
Extensor Carpi Radialis Longus,has_action,wrist_extension,anatomy_textbook
Extensor Carpi Radialis Longus,crosses_joint,wrist,anatomy_textbook
Extensor Carpi Radialis Longus,synergist_of,Extensor Carpi Radialis Brevis,anatomy_textbook
Extensor Carpi Radialis Longus,antagonist_of,Flexor Carpi Radialis,anatomy_textbook
Extensor Carpi Radialis Brevis,attaches_to,Common Extensor Tendon,anatomy_textbook
Extensor Carpi Radialis Brevis,attaches_to,Hand Metacarpal 3,anatomy_textbook
Extensor Carpi Radialis Brevis,innervated_by,Posterior Interosseous Nerve,anatomy_textbook
Extensor Carpi Radialis Brevis,has_action,wrist_extension,anatomy_textbook
Extensor Carpi Radialis Brevis,crosses_joint,wrist,anatomy_textbook
Extensor Digitorum,attaches_to,Common Extensor Tendon,anatomy_textbook
Extensor Digitorum,attaches_to,Hand Extensor Hood 2,anatomy_textbook
Extensor Digitorum,attaches_to,Hand Extensor Hood 3,anatomy_textbook
Extensor Digitorum,attaches_to,Hand Extensor Hood 4,anatomy_textbook
Extensor Digitorum,attaches_to,Hand Extensor Hood 5,anatomy_textbook
Extensor Digitorum,innervated_by,Posterior Interosseous Nerve,anatomy_textbook
Extensor Digitorum,has_action,finger_extension,anatomy_textbook
Extensor Digitorum,antagonist_of,Flexor Digitorum Superficialis,anatomy_textbook
Extensor Digiti Minimi,attaches_to,Common Extensor Tendon,anatomy_textbook
Extensor Digiti Minimi,attaches_to,Hand Extensor Hood 5,anatomy_textbook
Extensor Digiti Minimi,innervated_by,Posterior Interosseous Nerve,anatomy_textbook
Extensor Digiti Minimi,has_action,little_finger_extension,anatomy_textbook
Extensor Carpi Ulnaris,attaches_to,Common Extensor Tendon,anatomy_textbook
Extensor Carpi Ulnaris,attaches_to,Hand Metacarpal 5,anatomy_textbook
Extensor Carpi Ulnaris,innervated_by,Posterior Interosseous Nerve,anatomy_textbook
Extensor Carpi Ulnaris,has_action,wrist_extension,anatomy_textbook
Extensor Carpi Ulnaris,crosses_joint,wrist,anatomy_textbook
Extensor Carpi Ulnaris,antagonist_of,Flexor Carpi Ulnaris,anatomy_textbook
Supinator,attaches_to,Common Extensor Tendon,anatomy_textbook
Supinator,attaches_to,Ulna,anatomy_textbook
Supinator,attaches_to,Annular Ligament,anatomy_textbook
Supinator,attaches_to,Radial Collateral Ligament,anatomy_textbook
Supinator,attaches_to,Radius,anatomy_textbook
Supinator,innervated_by,Posterior Interosseous Nerve,anatomy_textbook
Supinator,has_action,forearm_supination,anatomy_textbook
Supinator,antagonist_of,Pronator Teres,anatomy_textbook
Abductor Pollicis Longus,attaches_to,Radius,anatomy_textbook
Abductor Pollicis Longus,attaches_to,Ulna,anatomy_textbook
Abductor Pollicis Longus,attaches_to,Interosseous Membrane of Forearm,anatomy_textbook
Abductor Pollicis Longus,attaches_to,Hand Metacarpal 1,anatomy_textbook
Abductor Pollicis Longus,innervated_by,Posterior Interosseous Nerve,anatomy_textbook
Abductor Pollicis Longus,has_action,thumb_abduction,anatomy_textbook
Extensor Pollicis Brevis,attaches_to,Radius,anatomy_textbook
Extensor Pollicis Brevis,attaches_to,Interosseous Membrane of Forearm,anatomy_textbook
Extensor Pollicis Brevis,attaches_to,Hand Proximal Phalanx 1,anatomy_textbook
Extensor Pollicis Brevis,innervated_by,Posterior Interosseous Nerve,anatomy_textbook
Extensor Pollicis Brevis,has_action,thumb_extension,anatomy_textbook
Extensor Pollicis Longus,attaches_to,Ulna,anatomy_textbook
Extensor Pollicis Longus,attaches_to,Interosseous Membrane of Forearm,anatomy_textbook
Extensor Pollicis Longus,attaches_to,Hand Distal Phalanx 1,anatomy_textbook
Extensor Pollicis Longus,innervated_by,Posterior Interosseous Nerve,anatomy_textbook
Extensor Pollicis Longus,has_action,thumb_extension,anatomy_textbook
Extensor Indicis,attaches_to,Ulna,anatomy_textbook
Extensor Indicis,attaches_to,Interosseous Membrane of Forearm,anatomy_textbook
Extensor Indicis,attaches_to,Hand Extensor Hood 2,anatomy_textbook
Extensor Indicis,innervated_by,Posterior Interosseous Nerve,anatomy_textbook
Extensor Indicis,has_action,index_finger_extension,anatomy_textbook
Abductor Pollicis Brevis,attaches_to,Hand Flexor Retinaculum,anatomy_textbook
Abductor Pollicis Brevis,attaches_to,Trapezium,anatomy_textbook
Abductor Pollicis Brevis,attaches_to,Hand Proximal Phalanx 1,anatomy_textbook
Abductor Pollicis Brevis,innervated_by,Median Nerve,anatomy_textbook
Abductor Pollicis Brevis,has_action,thumb_abduction,anatomy_textbook
Flexor Pollicis Brevis,attaches_to,Hand Flexor Retinaculum,anatomy_textbook
Flexor Pollicis Brevis,attaches_to,Trapezium,anatomy_textbook
Flexor Pollicis Brevis,attaches_to,Hand Proximal Phalanx 1,anatomy_textbook
Flexor Pollicis Brevis,innervated_by,Median Nerve; Ulnar Nerve,anatomy_textbook
Flexor Pollicis Brevis,has_action,thumb_flexion,anatomy_textbook
Opponens Pollicis,attaches_to,Hand Flexor Retinaculum,anatomy_textbook
Opponens Pollicis,attaches_to,Trapezium,anatomy_textbook
Opponens Pollicis,attaches_to,Hand Metacarpal 1,anatomy_textbook
Opponens Pollicis,innervated_by,Median Nerve,anatomy_textbook
Opponens Pollicis,has_action,thumb_opposition,anatomy_textbook
Adductor Pollicis,attaches_to,Capitate,anatomy_textbook
Adductor Pollicis,attaches_to,Hand Metacarpal 2,anatomy_textbook
Adductor Pollicis,attaches_to,Hand Metacarpal 3,anatomy_textbook
Adductor Pollicis,attaches_to,Hand Proximal Phalanx 1,anatomy_textbook
Adductor Pollicis,innervated_by,Ulnar Nerve,anatomy_textbook
Adductor Pollicis,has_action,thumb_adduction,anatomy_textbook
Adductor Pollicis,antagonist_of,Abductor Pollicis Brevis,anatomy_textbook
Gluteus Maximus,attaches_to,Ilium,anatomy_textbook
Gluteus Maximus,attaches_to,Sacrum,anatomy_textbook
Gluteus Maximus,attaches_to,Coccyx,anatomy_textbook
Gluteus Maximus,attaches_to,Sacrotuberous Ligament,anatomy_textbook
Gluteus Maximus,attaches_to,Iliotibial Band,anatomy_textbook
Gluteus Maximus,attaches_to,Femur,anatomy_textbook
Gluteus Maximus,attaches_to,Gluteal Aponeurosis,anatomy_textbook
Gluteus Maximus,innervated_by,Inferior Gluteal Nerve,anatomy_textbook
Gluteus Maximus,has_action,hip_extension,anatomy_textbook
Gluteus Maximus,has_action,hip_external_rotation,anatomy_textbook
Gluteus Maximus,crosses_joint,hip,anatomy_textbook
Gluteus Maximus,antagonist_of,Psoas Major,anatomy_textbook
Gluteus Maximus,antagonist_of,Iliacus,anatomy_textbook
Gluteus Medius,attaches_to,Ilium,anatomy_textbook
Gluteus Medius,attaches_to,Femur,anatomy_textbook
Gluteus Medius,innervated_by,Superior Gluteal Nerve,anatomy_textbook
Gluteus Medius,has_action,hip_abduction,anatomy_textbook
Gluteus Medius,crosses_joint,hip,anatomy_textbook
Gluteus Medius,synergist_of,Gluteus Minimus,anatomy_textbook
Gluteus Minimus,attaches_to,Ilium,anatomy_textbook
Gluteus Minimus,attaches_to,Femur,anatomy_textbook
Gluteus Minimus,innervated_by,Superior Gluteal Nerve,anatomy_textbook
Gluteus Minimus,has_action,hip_abduction,anatomy_textbook
Gluteus Minimus,crosses_joint,hip,anatomy_textbook
Gluteus Minimus,synergist_of,Gluteus Medius,anatomy_textbook
Tensor Fascia Lata,attaches_to,Iliac Crest,anatomy_textbook
Tensor Fascia Lata,attaches_to,Iliotibial Band,anatomy_textbook
Tensor Fascia Lata,innervated_by,Superior Gluteal Nerve,anatomy_textbook
Tensor Fascia Lata,has_action,hip_flexion,anatomy_textbook
Tensor Fascia Lata,has_action,hip_abduction,anatomy_textbook
Tensor Fascia Lata,crosses_joint,hip,anatomy_textbook
Piriformis,attaches_to,Sacrum,anatomy_textbook
Piriformis,attaches_to,Femur,anatomy_textbook
Piriformis,innervated_by,Nerve to Piriformis,anatomy_textbook
Piriformis,has_action,hip_external_rotation,anatomy_textbook
Piriformis,crosses_joint,hip,anatomy_textbook
Superior Gemellus,attaches_to,Ischium,anatomy_textbook
Superior Gemellus,attaches_to,Femur,anatomy_textbook
Superior Gemellus,innervated_by,Nerve to Obturator Internus,anatomy_textbook
Superior Gemellus,has_action,hip_external_rotation,anatomy_textbook
Inferior Gemellus,attaches_to,Ischium,anatomy_textbook
Inferior Gemellus,attaches_to,Femur,anatomy_textbook
Inferior Gemellus,innervated_by,Nerve to Quadratus Femoris,anatomy_textbook
Inferior Gemellus,has_action,hip_external_rotation,anatomy_textbook
Obturator Internus,attaches_to,Obturator Membrane,anatomy_textbook
Obturator Internus,attaches_to,Ischium,anatomy_textbook
Obturator Internus,attaches_to,Femur,anatomy_textbook
Obturator Internus,innervated_by,Nerve to Obturator Internus,anatomy_textbook
Obturator Internus,has_action,hip_external_rotation,anatomy_textbook
Quadratus Femoris,attaches_to,Ischium,anatomy_textbook
Quadratus Femoris,attaches_to,Femur,anatomy_textbook
Quadratus Femoris,innervated_by,Nerve to Quadratus Femoris,anatomy_textbook
Quadratus Femoris,has_action,hip_external_rotation,anatomy_textbook
Semitendinosus,attaches_to,Ischium,anatomy_textbook
Semitendinosus,attaches_to,Tibia,anatomy_textbook
Semitendinosus,attaches_to,Pes Anserinus,anatomy_textbook
Semitendinosus,innervated_by,Tibial Division Sciatic Nerve,anatomy_textbook
Semitendinosus,has_action,knee_flexion,anatomy_textbook
Semitendinosus,has_action,hip_extension,anatomy_textbook
Semitendinosus,crosses_joint,knee,anatomy_textbook
Semitendinosus,crosses_joint,hip,anatomy_textbook
Semitendinosus,synergist_of,Semimembranosus,anatomy_textbook
Semitendinosus,synergist_of,Biceps Femoris,anatomy_textbook
Semitendinosus,antagonist_of,Rectus Femoris,anatomy_textbook
Semimembranosus,attaches_to,Ischium,anatomy_textbook
Semimembranosus,attaches_to,Tibia,anatomy_textbook
Semimembranosus,innervated_by,Tibial Division Sciatic Nerve,anatomy_textbook
Semimembranosus,has_action,knee_flexion,anatomy_textbook
Semimembranosus,has_action,hip_extension,anatomy_textbook
Semimembranosus,crosses_joint,knee,anatomy_textbook
Semimembranosus,synergist_of,Semitendinosus,anatomy_textbook
Biceps Femoris,attaches_to,Ischium,anatomy_textbook
Biceps Femoris,attaches_to,Femur,anatomy_textbook
Biceps Femoris,attaches_to,Fibula,anatomy_textbook
Biceps Femoris,innervated_by,Sciatic Nerve,anatomy_textbook
Biceps Femoris,has_action,knee_flexion,anatomy_textbook
Biceps Femoris,has_action,hip_extension,anatomy_textbook
Biceps Femoris,crosses_joint,knee,anatomy_textbook
Biceps Femoris,synergist_of,Semitendinosus,anatomy_textbook
Biceps Femoris,antagonist_of,Rectus Femoris,anatomy_textbook
Adductor Longus,attaches_to,Pubis,anatomy_textbook
Adductor Longus,attaches_to,Femur,anatomy_textbook
Adductor Longus,innervated_by,Obturator Nerve,anatomy_textbook
Adductor Longus,has_action,hip_adduction,anatomy_textbook
Adductor Longus,crosses_joint,hip,anatomy_textbook
Adductor Longus,synergist_of,Adductor Brevis,anatomy_textbook
Adductor Longus,synergist_of,Adductor Magnus,anatomy_textbook
Adductor Brevis,attaches_to,Pubis,anatomy_textbook
Adductor Brevis,attaches_to,Femur,anatomy_textbook
